Item;Data OC;Decis Compras;texto OC;texto OC1;texto OC2;texto OC3;texto OC4
3MONONEVD11;13/10/2026;1,0;ped - 203357 | it - 1TPRDMO0011NCP;;;;
3PERUNO6BG215B;13/10/2026;6,0;ped - 187170 | it - 1AMBANO553969B;;;;
3MARORIODS35;13/10/2026;1,0;ped - 201850 | it - 1TPDSMM0000134;;;;
